                 res               x                y               z
            18.89226        69.02892       1310.02417     -1635.59668
             9.13951        12.32071        581.26904      -890.76385
            72.05053       170.63197        672.78754     -1921.65967
            46.84046       150.69301      -1445.44556     -1823.85254
            42.04413       349.86523      -1453.38733     -1855.78333
            30.26486       126.94759       -843.10760     -1950.92505
            32.13153       118.06046      -1203.27734     -1944.57678
            29.26610        40.28582       -944.49200     -1891.18896
            64.42107        77.99036       -118.24496     -2069.87866
            70.69669       273.71780       1489.45654     -1677.25256
           224.61328         5.86421        190.43915     -2099.34790
           102.17630       142.00827      -1843.06787     -1157.87793
            31.33458        39.26912       -828.66333     -1869.95605
            22.59079       130.35715      -1020.16003     -1993.47876
            11.08651       121.62979       1194.58716     -1752.31567
           224.61328        43.90787        207.16171     -2086.66504
             3.10865       331.68018       1739.37097     -1073.81604
           183.32355        25.69089        156.96649     -2093.35059
            11.89907       372.53119       1471.75647     -1460.49341
            33.30796        44.84140      -1179.52539     -1980.22144
            40.34373       158.61967       1528.30420     -1536.00793
           178.69666         8.24420       -192.12537     -2021.56531
           183.32355        16.84056        139.75323     -2099.38232
            11.19618       308.21603        689.66266     -1577.06384
           102.17630       153.26993      -1958.28333     -1072.98462
           232.26773       322.53116        322.94763     -2051.44434
            46.44952       319.92596        635.21808     -1814.89783
            22.70778        13.91683       -968.81934     -2018.05408
            66.48657       396.96747      -1722.82764     -1704.52930
           103.30244       171.73581        781.77094     -1898.76465
           222.83990       328.37485       -121.31787     -1942.32251
            83.09396        64.29943       -534.04498     -2108.69458
            60.31577        87.42720        642.45300     -1955.03113
            22.40907        76.90563        -20.40977     -2128.31689
            35.65759       164.02010       1406.01025     -1696.95728
            52.67348       177.03259        559.65076     -1944.45142
            24.32392       124.03993       1831.68579     -1620.28406
            51.23097       275.08691        602.15698     -1892.46143
           245.45155       381.28592       -540.02136     -2002.03394
            51.87504        71.96986      -1398.69751     -1933.19653
            70.17355       340.76578       -232.04538     -1674.72693
            56.41753       108.42232        776.38763     -1888.51025
            43.49440       118.65634       -619.02789     -1910.55676
             3.66228       149.68509       1028.44067      -908.48877
            31.09551        85.94635       -815.22424     -2029.65894
            28.28807        94.22565       -914.09857     -1928.41077
            72.37476       132.32076        537.52026     -1929.32007
            32.52961        98.68388        798.27917     -1815.21875
            60.31577        59.99876        644.33093     -1953.27612
            46.75418        79.35529        677.07428     -1919.61353
            67.45396        67.23441        478.72180     -1928.82886
           488.06464       370.96729       -383.82358     -2053.09277
             3.02468        50.19576       1124.00122     -1001.87781
            27.00255       347.19794       -841.47839     -1511.21252
            71.26518       201.95378        339.96078     -1947.71326
           493.27835       314.14047       -289.83569     -2077.90674
           454.38528       387.05130       -199.32428     -2073.18359
